date,A_YLD_1,rf_rate_annualized,r
2021-08-03,0.0431,0.000431,0.00043090714617911006
2021-08-04,0.0406,0.00040599999999999995,0.0004059176043009213
2021-08-05,0.0456,0.000456,0.00045589606359547856
2021-08-06,0.0456,0.000456,0.00045589606359547856
2021-08-09,0.0456,0.000456,0.00045589606359547856
2021-08-10,0.0507,0.0005070000000000001,0.0005068715189248044
2021-08-11,0.0406,0.00040599999999999995,0.0004059176043009213
2021-08-12,0.0431,0.000431,0.00043090714617911006
2021-08-13,0.0456,0.000456,0.00045589606359547856
2021-08-16,0.0583,0.000583,0.0005828301215228948
2021-08-17,0.0659,0.000659,0.0006587829548498997
2021-08-18,0.0532,0.0005319999999999999,0.0005318585381695491
2021-08-19,0.0431,0.000431,0.00043090714617911006
2021-08-20,0.0406,0.00040599999999999995,0.0004059176043009213
2021-08-23,0.0406,0.00040599999999999995,0.0004059176043009213
2021-08-24,0.0482,0.000482,0.0004818838753133277
2021-08-25,0.0406,0.00040599999999999995,0.0004059176043009213
2021-08-26,0.0431,0.000431,0.00043090714617911006
2021-08-27,0.0431,0.000431,0.00043090714617911006
2021-08-30,0.038,0.00037999999999999997,0.00037992781828550236
2021-08-31,0.0406,0.00040599999999999995,0.0004059176043009213
2021-09-01,0.033,0.00033,0.00032994556197597747
2021-09-02,0.038,0.00037999999999999997,0.00037992781828550236
2021-09-03,0.0355,0.00035499999999999996,0.0003549370024090941
2021-09-06,0.0355,0.00035499999999999996,0.0003549370024090941
2021-09-07,0.033,0.00033,0.00032994556197597747
2021-09-08,0.0406,0.00040599999999999995,0.0004059176043009213
2021-09-09,0.0355,0.00035499999999999996,0.0003549370024090941
2021-09-10,0.038,0.00037999999999999997,0.00037992781828550236
2021-09-13,0.038,0.00037999999999999997,0.00037992781828550236
2021-09-14,0.033,0.00033,0.00032994556197597747
2021-09-15,0.0355,0.00035499999999999996,0.0003549370024090941
2021-09-16,0.0304,0.000304,0.0003039538013627686
2021-09-17,0.0304,0.000304,0.0003039538013627686
2021-09-20,0.0228,0.000228,0.00022797401195000352
2021-09-21,0.0203,0.00020299999999999997,0.0002029793982880044
2021-09-22,0.0228,0.000228,0.00022797401195000352
2021-09-23,0.0228,0.000228,0.00022797401195000352
2021-09-24,0.0254,0.000254,0.0002539677474612908
2021-09-27,0.0228,0.000228,0.00022797401195000352
2021-09-28,0.0304,0.000304,0.0003039538013627686
2021-09-29,0.0304,0.000304,0.0003039538013627686
2021-09-30,0.033,0.00033,0.00032994556197597747
2021-10-01,0.0279,0.000279,0.00027896108673761675
2021-10-04,0.0253,0.00025299999999999997,0.00025296800089712694
2021-10-05,0.0355,0.00035499999999999996,0.0003549370024090941
2021-10-06,0.038,0.00037999999999999997,0.00037992781828550236
2021-10-07,0.0431,0.000431,0.00043090714617911006
2021-10-08,0.0406,0.00040599999999999995,0.0004059176043009213
2021-10-11,0.0406,0.00040599999999999995,0.0004059176043009213
2021-10-12,0.0406,0.00040599999999999995,0.0004059176043009213
2021-10-13,0.0456,0.000456,0.00045589606359547856
2021-10-14,0.0355,0.00035499999999999996,0.0003549370024090941
2021-10-15,0.0431,0.000431,0.00043090714617911006
2021-10-18,0.0406,0.00040599999999999995,0.0004059176043009213
2021-10-19,0.0482,0.000482,0.0004818838753133277
2021-10-20,0.0456,0.000456,0.00045589606359547856
2021-10-21,0.0482,0.000482,0.0004818838753133277
2021-10-22,0.0507,0.0005070000000000001,0.0005068715189248044
2021-10-25,0.0456,0.000456,0.00045589606359547856
2021-10-26,0.0482,0.000482,0.0004818838753133277
2021-10-27,0.0507,0.0005070000000000001,0.0005068715189248044
2021-10-28,0.0456,0.000456,0.00045589606359547856
2021-10-29,0.0456,0.000456,0.00045589606359547856
2021-11-01,0.038,0.00037999999999999997,0.00037992781828550236
2021-11-02,0.0431,0.000431,0.00043090714617911006
2021-11-03,0.0406,0.00040599999999999995,0.0004059176043009213
2021-11-04,0.033,0.00033,0.00032994556197597747
2021-11-05,0.0355,0.00035499999999999996,0.0003549370024090941
2021-11-08,0.0355,0.00035499999999999996,0.0003549370024090941
2021-11-09,0.038,0.00037999999999999997,0.00037992781828550236
2021-11-10,0.0431,0.000431,0.00043090714617911006
2021-11-11,0.0431,0.000431,0.00043090714617911006
2021-11-12,0.0431,0.000431,0.00043090714617911006
2021-11-15,0.0406,0.00040599999999999995,0.0004059176043009213
2021-11-16,0.0406,0.00040599999999999995,0.0004059176043009213
2021-11-17,0.0431,0.000431,0.00043090714617911006
2021-11-18,0.0406,0.00040599999999999995,0.0004059176043009213
2021-11-19,0.0431,0.000431,0.00043090714617911006
2021-11-22,0.0406,0.00040599999999999995,0.0004059176043009213
2021-11-23,0.0431,0.000431,0.00043090714617911006
2021-11-24,0.0507,0.0005070000000000001,0.0005068715189248044
2021-11-25,0.0507,0.0005070000000000001,0.0005068715189248044
2021-11-26,0.0431,0.000431,0.00043090714617911006
2021-11-29,0.033,0.00033,0.00032994556197597747
2021-11-30,0.0507,0.0005070000000000001,0.0005068715189248044
2021-12-01,0.0431,0.000431,0.00043090714617911006
2021-12-02,0.0355,0.00035499999999999996,0.0003549370024090941
2021-12-03,0.0431,0.000431,0.00043090714617911006
2021-12-06,0.0406,0.00040599999999999995,0.0004059176043009213
2021-12-07,0.0608,0.000608,0.0006078152428843663
2021-12-08,0.0558,0.000558,0.0005578443758895363
2021-12-09,0.0482,0.000482,0.0004818838753133277
2021-12-10,0.0482,0.000482,0.0004818838753133277
2021-12-13,0.0456,0.000456,0.00045589606359547856
2021-12-14,0.0482,0.000482,0.0004818838753133277
2021-12-15,0.0355,0.00035499999999999996,0.0003549370024090941
2021-12-16,0.0355,0.00035499999999999996,0.0003549370024090941
2021-12-17,0.0355,0.00035499999999999996,0.0003549370024090941
2021-12-20,0.0355,0.00035499999999999996,0.0003549370024090941
2021-12-21,0.0659,0.000659,0.0006587829548498997
2021-12-22,0.0608,0.000608,0.0006078152428843663
2021-12-23,0.0583,0.000583,0.0005828301215228948
2021-12-24,0.0583,0.000583,0.0005828301215228948
2021-12-27,0.0406,0.00040599999999999995,0.0004059176043009213
2021-12-28,0.0507,0.0005070000000000001,0.0005068715189248044
2021-12-29,0.0406,0.00040599999999999995,0.0004059176043009213
2021-12-30,0.033,0.00033,0.00032994556197597747
2021-12-31,0.033,0.00033,0.00032994556197597747
2022-01-03,0.0532,0.0005319999999999999,0.0005318585381695491
2022-01-04,0.0786,0.000786,0.0007856912637671474
2022-01-05,0.0862,0.000862,0.0008616286913632943
2022-01-06,0.0887,0.000887,0.0008866068479668082
2022-01-07,0.0862,0.000862,0.0008616286913632943
2022-01-10,0.0913,0.0009130000000000001,0.0009125834690091915
2022-01-11,0.1166,0.001166,0.0011653207499524316
2022-01-12,0.1116,0.001116,0.0011153777349220827
2022-01-13,0.1141,0.0011409999999999999,0.0011403495542254617
2022-01-14,0.1166,0.001166,0.0011653207499524316
2022-01-17,0.1166,0.001166,0.0011653207499524316
2022-01-18,0.1242,0.001242,0.001241229356027176
2022-01-19,0.1699,0.001699,0.0016975583321979725
2022-01-20,0.1674,0.001674,0.0016726004237093992
2022-01-21,0.1597,0.0015970000000000001,0.001595726151543723
2022-01-24,0.1572,0.001572,0.001570765701375553
2022-01-25,0.1877,0.001877,0.0018752406367058272
2022-01-26,0.1927,0.0019270000000000001,0.001925145717253109
2022-01-27,0.1877,0.001877,0.0018752406367058272
2022-01-28,0.175,0.0017499999999999998,0.001748470534116803
2022-01-31,0.175,0.0017499999999999998,0.001748470534116803
2022-02-01,0.2003,0.002003,0.002000996670167036
2022-02-02,0.1902,0.001902,0.001900193488294212
2022-02-03,0.1902,0.001902,0.001900193488294212
2022-02-04,0.2232,0.002232,0.0022295127882834835
2022-02-07,0.2054,0.002054,0.0020518934261086414
2022-02-08,0.2739,0.0027389999999999997,0.0027352557748968258
2022-02-09,0.2689,0.0026889999999999996,0.0026853911075934217
2022-02-10,0.3755,0.003755,0.0037479675864774097
2022-02-11,0.345,0.00345,0.0034440624025550487
2022-02-14,0.3653,0.003653,0.003646344000153325
2022-02-15,0.4111,0.004111,0.00410257292740201
2022-02-16,0.3704,0.0037040000000000003,0.003697157084234529
2022-02-17,0.3298,0.0032979999999999997,0.003292573525734824
2022-02-18,0.3196,0.003196,0.0031909036477407618
2022-02-21,0.3196,0.003196,0.0031909036477407618
2022-02-22,0.3222,0.003222,0.0032168204806255715
2022-02-23,0.3476,0.0034760000000000004,0.0034699726752821305
2022-02-24,0.2917,0.0029170000000000003,0.002912753810918301
2022-02-25,0.2993,0.002993,0.0029885298926331646
2022-02-28,0.2892,0.002892,0.0028878262131246343
2022-03-01,0.3196,0.003196,0.0031909036477407618
2022-03-02,0.3247,0.003247,0.003241739878833304
2022-03-03,0.3222,0.003222,0.0032168204806255715
2022-03-04,0.3095,0.003095,0.0030902203469780833
2022-03-07,0.3095,0.003095,0.0030902203469780833
2022-03-08,0.3603,0.0036030000000000003,0.0035965247444029623
2022-03-09,0.3704,0.0037040000000000003,0.003697157084234529
2022-03-10,0.3476,0.0034760000000000004,0.0034699726752821305
