,date,C,K,expiration_date,initial_moneyness,option_id,S
59,2018-01-18,323.95,20.0,2018-01-19,ATM,TSLA_2018-01-19_K20,22.971310362
60,2018-01-19,326.15,20.0,2018-01-19,ATM,TSLA_2018-01-19_K20,23.334643332
61,2017-10-23,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.467977532
62,2017-10-24,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.489310844
63,2017-10-25,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.722644944
64,2017-10-26,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.744644922000003
65,2017-10-27,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.391311942
66,2017-10-30,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.338645328
67,2017-10-31,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.101977898
68,2017-11-01,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.405311928
69,2017-11-02,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,19.950646716
70,2017-11-03,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.405979594
71,2017-11-06,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.185313148
72,2017-11-07,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.403312930000002
73,2017-11-08,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.292646374
74,2017-11-09,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.199313134
75,2017-11-10,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.199313134
76,2017-11-13,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.026645639999998
77,2017-11-14,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.57997942
78,2017-11-15,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.75331258
79,2017-11-16,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.8333125
80,2017-11-17,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.00331233
81,2017-11-20,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.582646084000004
82,2017-11-21,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.187312146
83,2017-11-22,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.839979160000002
84,2017-11-24,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.036645630000002
85,2017-11-27,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.120645546000002
86,2017-11-28,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.16997883
87,2017-11-29,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.502646164
88,2017-11-30,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.58997941
89,2017-12-01,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.435312898
90,2017-12-04,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.34664632
91,2017-12-05,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.24664642
92,2017-12-06,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.883979116
93,2017-12-07,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.749312584000002
94,2017-12-08,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.008645658000002
95,2017-12-11,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.927311406
96,2017-12-12,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.735310597999998
97,2017-12-13,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.601977398
98,2017-12-14,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.525977474
99,2017-12-15,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.896643769999997
100,2017-12-18,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.591310742
101,2017-12-19,312.0,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.07331126
102,2017-12-20,308.0,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.931978068000003
103,2017-12-21,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.110644556
104,2017-12-22,306.42,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.67997832
105,2017-12-26,302.0,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.152645514
106,2017-12-27,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.775979224
107,2017-12-28,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.023978976000002
108,2017-12-29,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.756645910000003
109,2018-01-02,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.368645298
110,2018-01-03,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.14997885
111,2018-01-04,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,20.974645692
112,2018-01-05,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,21.105312228000003
113,2018-01-08,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.427310906000002
114,2018-01-09,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.245977754000002
115,2018-01-10,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.31997768
116,2018-01-11,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.52997747
117,2018-01-12,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.414644252000002
118,2018-01-16,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.670643996
119,2018-01-17,,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,23.143976856000002
120,2018-01-18,323.95,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,22.971310362
121,2018-01-19,326.15,20.0,2018-01-19,ITM,TSLA_2018-01-19_K20,23.334643332
122,2017-10-23,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.467977532
123,2017-10-24,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.489310844
124,2017-10-25,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.722644944
125,2017-10-26,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.744644922000003
126,2017-10-27,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.391311942
127,2017-10-30,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.338645328
128,2017-10-31,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.101977898
129,2017-11-01,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.405311928
130,2017-11-02,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,19.950646716
131,2017-11-03,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.405979594
132,2017-11-06,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.185313148
133,2017-11-07,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.403312930000002
134,2017-11-08,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.292646374
135,2017-11-09,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.199313134
136,2017-11-10,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.199313134
137,2017-11-13,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.026645639999998
138,2017-11-14,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.57997942
139,2017-11-15,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.75331258
140,2017-11-16,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.8333125
141,2017-11-17,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.00331233
142,2017-11-20,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.582646084000004
143,2017-11-21,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.187312146
144,2017-11-22,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.839979160000002
145,2017-11-24,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.036645630000002
146,2017-11-27,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.120645546000002
147,2017-11-28,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.16997883
148,2017-11-29,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.502646164
149,2017-11-30,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.58997941
150,2017-12-01,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.435312898
151,2017-12-04,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.34664632
152,2017-12-05,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.24664642
153,2017-12-06,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.883979116
154,2017-12-07,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.749312584000002
155,2017-12-08,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.008645658000002
156,2017-12-11,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.927311406
157,2017-12-12,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.735310597999998
158,2017-12-13,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.601977398
159,2017-12-14,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.525977474
160,2017-12-15,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.896643769999997
161,2017-12-18,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.591310742
162,2017-12-19,312.0,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.07331126
163,2017-12-20,308.0,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.931978068000003
164,2017-12-21,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.110644556
165,2017-12-22,306.42,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.67997832
166,2017-12-26,302.0,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.152645514
167,2017-12-27,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.775979224
168,2017-12-28,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.023978976000002
169,2017-12-29,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.756645910000003
170,2018-01-02,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.368645298
171,2018-01-03,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.14997885
172,2018-01-04,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,20.974645692
173,2018-01-05,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,21.105312228000003
174,2018-01-08,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.427310906000002
175,2018-01-09,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.245977754000002
176,2018-01-10,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.31997768
177,2018-01-11,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.52997747
178,2018-01-12,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.414644252000002
179,2018-01-16,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.670643996
180,2018-01-17,,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,23.143976856000002
181,2018-01-18,323.95,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,22.971310362
182,2018-01-19,326.15,20.0,2018-01-19,OTM,TSLA_2018-01-19_K20,23.334643332
183,2018-07-11,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,21.263978736
184,2018-07-12,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,21.113978885999998
185,2018-07-13,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,21.257978742000002
186,2018-07-16,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,20.673312660000004
187,2018-07-17,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,21.512645154
188,2018-07-18,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,21.58997841
189,2018-07-19,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,21.348645318000003
190,2018-07-20,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,20.905312428000002
191,2018-07-23,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,20.21331312
192,2018-07-24,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,19.828646838
193,2018-07-25,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,20.582646084000004
194,2018-07-26,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,20.44331289
195,2018-07-27,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,19.811980188000003
196,2018-07-30,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,19.344647322
197,2018-07-31,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,19.875980123999998
198,2018-08-01,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,20.055979944
199,2018-08-02,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,23.302643364
200,2018-08-03,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,23.211310122
201,2018-08-06,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,22.799310534
202,2018-08-07,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,25.304641361999998
203,2018-08-08,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,24.689308643999997
204,2018-08-09,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,23.49664317
205,2018-08-10,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,23.699309634000002
206,2018-08-13,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,23.760642906
207,2018-08-14,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,23.175976824
208,2018-08-15,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,22.579310754
209,2018-08-16,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,22.36331097
210,2018-08-17,,20.0,2018-08-17,ATM,TSLA_2018-08-17_K20,20.3666463
211,2018-07-11,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,21.263978736
212,2018-07-12,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,21.113978885999998
213,2018-07-13,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,21.257978742000002
214,2018-07-16,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,20.673312660000004
215,2018-07-17,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,21.512645154
216,2018-07-18,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,21.58997841
217,2018-07-19,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,21.348645318000003
218,2018-07-20,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,20.905312428000002
219,2018-07-23,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,20.21331312
220,2018-07-24,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,19.828646838
221,2018-07-25,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,20.582646084000004
222,2018-07-26,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,20.44331289
223,2018-07-27,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,19.811980188000003
224,2018-07-30,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,19.344647322
225,2018-07-31,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,19.875980123999998
226,2018-08-01,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,20.055979944
227,2018-08-02,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,23.302643364
228,2018-08-03,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,23.211310122
229,2018-08-06,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,22.799310534
230,2018-08-07,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,25.304641361999998
231,2018-08-08,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,24.689308643999997
232,2018-08-09,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,23.49664317
233,2018-08-10,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,23.699309634000002
234,2018-08-13,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,23.760642906
235,2018-08-14,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,23.175976824
236,2018-08-15,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,22.579310754
237,2018-08-16,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,22.36331097
238,2018-08-17,,20.0,2018-08-17,ITM,TSLA_2018-08-17_K20,20.3666463
239,2018-10-11,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,16.815316518
240,2018-10-12,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,17.251982748
241,2018-10-15,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,17.305982693999997
242,2018-10-16,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,18.439314894
243,2018-10-17,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,18.118648548
244,2018-10-18,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,17.593982406000002
245,2018-10-19,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,17.333316
246,2018-10-22,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,17.396649269999998
247,2018-10-23,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,19.609313724
248,2018-10-24,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,19.2333141
249,2018-10-25,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,20.990645676
250,2018-10-26,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.05997794
251,2018-10-29,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.32331101
252,2018-10-30,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,21.993311339999998
253,2018-10-31,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.487977512
254,2018-11-01,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.951977048
255,2018-11-02,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,23.093976906
256,2018-11-05,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.759977239999998
257,2018-11-06,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.737310596
258,2018-11-07,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,23.210643456
259,2018-11-08,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,23.42664324
260,2018-11-09,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,23.367309966
261,2018-11-12,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.085311247999996
262,2018-11-13,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.581977418
263,2018-11-14,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,22.9333104
264,2018-11-15,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,23.229310104
265,2018-11-16,,20.0,2018-11-16,ATM,TSLA_2018-11-16_K20,23.620643046
266,2018-10-11,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,16.815316518
267,2018-10-12,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,17.251982748
268,2018-10-15,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,17.305982693999997
269,2018-10-16,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,18.439314894
270,2018-10-17,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,18.118648548
271,2018-10-18,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,17.593982406000002
272,2018-10-19,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,17.333316
273,2018-10-22,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,17.396649269999998
274,2018-10-23,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,19.609313724
275,2018-10-24,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,19.2333141
276,2018-10-25,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,20.990645676
277,2018-10-26,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.05997794
278,2018-10-29,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.32331101
279,2018-10-30,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,21.993311339999998
280,2018-10-31,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.487977512
281,2018-11-01,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.951977048
282,2018-11-02,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,23.093976906
283,2018-11-05,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.759977239999998
284,2018-11-06,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.737310596
285,2018-11-07,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,23.210643456
286,2018-11-08,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,23.42664324
287,2018-11-09,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,23.367309966
288,2018-11-12,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.085311247999996
289,2018-11-13,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.581977418
290,2018-11-14,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,22.9333104
291,2018-11-15,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,23.229310104
292,2018-11-16,,20.0,2018-11-16,ITM,TSLA_2018-11-16_K20,23.620643046
293,2018-10-11,,20.0,2018-11-16,OTM,TSLA_2018-11-16_K20,16.815316518
294,2018-10-12,,20.0,2018-11-16,OTM,TSLA_2018-11-16_K20,17.251982748
295,2018-10-15,,20.0,2018-11-16,OTM,TSLA_2018-11-16_K20,17.305982693999997
296,2018-10-16,,20.0,2018-11-16,OTM,TSLA_2018-11-16_K20,18.439314894
297,2018-10-17,,20.0,2018-11-16,OTM,TSLA_2018-11-16_K20,18.118648548
