,date,C,K,expiration_date,initial_moneyness,option_id,S
873,2019-01-08,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,22.356644310000004
874,2019-01-09,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,22.568644098
875,2019-01-10,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,22.997977002000002
876,2019-01-11,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,23.150643516000002
877,2019-01-14,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,22.29331104
878,2019-01-15,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,22.961977038
879,2019-01-16,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,23.069976930000003
880,2019-01-17,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,23.153976846000003
881,2019-01-18,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.150646516
882,2019-01-22,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.927980072
883,2019-01-23,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.172647494
884,2019-01-24,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.433980566000002
885,2019-01-25,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.802646864000003
886,2019-01-28,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.758646908000003
887,2019-01-29,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.830646836
888,2019-01-30,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.584646082
889,2019-01-31,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.467979532
890,2019-02-01,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.813979185999997
891,2019-02-04,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.859312474
892,2019-02-05,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,21.423311910000002
893,2019-02-06,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,21.147978852
894,2019-02-07,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.500646166
895,2019-02-08,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.38664628
896,2019-02-11,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.855979144
897,2019-02-12,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.787312546
898,2019-02-13,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.544646122000003
899,2019-02-14,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.251313082
900,2019-02-15,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.525312808
901,2019-02-19,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.375979624
902,2019-02-20,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.170646496000003
903,2019-02-21,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.415313918000003
904,2019-02-22,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.647313686
905,2019-02-25,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.917980082
906,2019-02-26,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.857313476
907,2019-02-27,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,20.982645684
908,2019-02-28,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,21.325312008
909,2019-03-01,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.652647014000003
910,2019-03-04,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.023980976
911,2019-03-05,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,18.435981564000002
912,2019-03-06,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,18.415981584
913,2019-03-07,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,18.439314894
914,2019-03-08,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,18.942647724
915,2019-03-11,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.394647272
916,2019-03-12,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,18.890647776
917,2019-03-13,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.263980736
918,2019-03-14,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,19.330647336
919,2019-03-15,,20.0,2019-03-15,ATM,TSLA_2019-03-15_K20,18.361981638
920,2018-12-17,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,23.227976772
921,2018-12-18,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.468644198
922,2018-12-19,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.197977802
923,2018-12-20,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,21.025312308
924,2018-12-21,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,21.317978682
925,2018-12-24,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.692646974
926,2018-12-26,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,21.739311594
927,2018-12-27,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,21.075312258
928,2018-12-28,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.257977742
929,2018-12-31,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.18664448
930,2019-01-02,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.674645992000002
931,2019-01-03,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.023979976000003
932,2019-01-04,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,21.179312154
933,2019-01-07,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.330644336
934,2019-01-08,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.356644310000004
935,2019-01-09,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.568644098
936,2019-01-10,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.997977002000002
937,2019-01-11,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,23.150643516000002
938,2019-01-14,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.29331104
939,2019-01-15,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,22.961977038
940,2019-01-16,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,23.069976930000003
941,2019-01-17,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,23.153976846000003
942,2019-01-18,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.150646516
943,2019-01-22,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.927980072
944,2019-01-23,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.172647494
945,2019-01-24,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.433980566000002
946,2019-01-25,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.802646864000003
947,2019-01-28,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.758646908000003
948,2019-01-29,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.830646836
949,2019-01-30,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.584646082
950,2019-01-31,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.467979532
951,2019-02-01,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.813979185999997
952,2019-02-04,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.859312474
953,2019-02-05,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,21.423311910000002
954,2019-02-06,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,21.147978852
955,2019-02-07,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.500646166
956,2019-02-08,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.38664628
957,2019-02-11,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.855979144
958,2019-02-12,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.787312546
959,2019-02-13,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.544646122000003
960,2019-02-14,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.251313082
961,2019-02-15,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.525312808
962,2019-02-19,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.375979624
963,2019-02-20,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.170646496000003
964,2019-02-21,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.415313918000003
965,2019-02-22,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.647313686
966,2019-02-25,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.917980082
967,2019-02-26,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.857313476
968,2019-02-27,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,20.982645684
969,2019-02-28,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,21.325312008
970,2019-03-01,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.652647014000003
971,2019-03-04,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.023980976
972,2019-03-05,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,18.435981564000002
973,2019-03-06,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,18.415981584
974,2019-03-07,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,18.439314894
975,2019-03-08,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,18.942647724
976,2019-03-11,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.394647272
977,2019-03-12,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,18.890647776
978,2019-03-13,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.263980736
979,2019-03-14,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,19.330647336
980,2019-03-15,,20.0,2019-03-15,ITM,TSLA_2019-03-15_K20,18.361981638
981,2018-12-17,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,23.227976772
982,2018-12-18,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.468644198
983,2018-12-19,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.197977802
984,2018-12-20,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,21.025312308
985,2018-12-21,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,21.317978682
986,2018-12-24,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.692646974
987,2018-12-26,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,21.739311594
988,2018-12-27,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,21.075312258
989,2018-12-28,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.257977742
990,2018-12-31,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.18664448
991,2019-01-02,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.674645992000002
992,2019-01-03,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.023979976000003
993,2019-01-04,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,21.179312154
994,2019-01-07,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.330644336
995,2019-01-08,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.356644310000004
996,2019-01-09,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.568644098
997,2019-01-10,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.997977002000002
998,2019-01-11,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,23.150643516000002
999,2019-01-14,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.29331104
1000,2019-01-15,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,22.961977038
1001,2019-01-16,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,23.069976930000003
1002,2019-01-17,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,23.153976846000003
1003,2019-01-18,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.150646516
1004,2019-01-22,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.927980072
1005,2019-01-23,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.172647494
1006,2019-01-24,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.433980566000002
1007,2019-01-25,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.802646864000003
1008,2019-01-28,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.758646908000003
1009,2019-01-29,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.830646836
1010,2019-01-30,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.584646082
1011,2019-01-31,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.467979532
1012,2019-02-01,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.813979185999997
1013,2019-02-04,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.859312474
1014,2019-02-05,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,21.423311910000002
1015,2019-02-06,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,21.147978852
1016,2019-02-07,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.500646166
1017,2019-02-08,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.38664628
1018,2019-02-11,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.855979144
1019,2019-02-12,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.787312546
1020,2019-02-13,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.544646122000003
1021,2019-02-14,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.251313082
1022,2019-02-15,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.525312808
1023,2019-02-19,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.375979624
1024,2019-02-20,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.170646496000003
1025,2019-02-21,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.415313918000003
1026,2019-02-22,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.647313686
1027,2019-02-25,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.917980082
1028,2019-02-26,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.857313476
1029,2019-02-27,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,20.982645684
1030,2019-02-28,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,21.325312008
1031,2019-03-01,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.652647014000003
1032,2019-03-04,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.023980976
1033,2019-03-05,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,18.435981564000002
1034,2019-03-06,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,18.415981584
1035,2019-03-07,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,18.439314894
1036,2019-03-08,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,18.942647724
1037,2019-03-11,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.394647272
1038,2019-03-12,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,18.890647776
1039,2019-03-13,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.263980736
1040,2019-03-14,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,19.330647336
1041,2019-03-15,,20.0,2019-03-15,OTM,TSLA_2019-03-15_K20,18.361981638
1042,2019-02-19,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,20.375979624
1043,2019-02-20,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,20.170646496000003
1044,2019-02-21,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.415313918000003
1045,2019-02-22,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.647313686
1046,2019-02-25,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.917980082
1047,2019-02-26,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.857313476
1048,2019-02-27,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,20.982645684
1049,2019-02-28,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,21.325312008
1050,2019-03-01,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.652647014000003
1051,2019-03-04,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.023980976
1052,2019-03-05,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.435981564000002
1053,2019-03-06,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.415981584
1054,2019-03-07,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.439314894
1055,2019-03-08,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.942647724
1056,2019-03-11,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.394647272
1057,2019-03-12,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.890647776
1058,2019-03-13,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.263980736
1059,2019-03-14,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.330647336
1060,2019-03-15,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.361981638
1061,2019-03-18,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.965982034000003
1062,2019-03-19,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.831315502000002
1063,2019-03-20,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.239981760000003
1064,2019-03-21,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.267981732
1065,2019-03-22,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.635315697999996
1066,2019-03-25,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.361315972
1067,2019-03-26,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.851315482
1068,2019-03-27,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.321981677999997
1069,2019-03-28,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.574648092
1070,2019-03-29,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.657314676000002
1071,2019-04-01,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.278647388
1072,2019-04-02,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.058647607999998
1073,2019-04-03,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,19.453980546
1074,2019-04-04,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.851982148
1075,2019-04-05,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.330648336
1076,2019-04-08,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.21331512
1077,2019-04-09,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.153981846
1078,2019-04-10,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.403981596
1079,2019-04-11,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.894648772
1080,2019-04-12,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.84664882
1081,2019-04-15,245.96,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.758648907999998
1082,2019-04-16,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.223981776
1083,2019-04-17,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.081981918
1084,2019-04-18,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,18.217315115999998
1085,2019-04-22,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.516649150000003
1086,2019-04-23,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.593315739999998
1087,2019-04-24,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.243982756
1088,2019-04-25,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,16.508650158000002
1089,2019-04-26,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,15.675984323999998
1090,2019-04-29,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,16.097983902
1091,2019-04-30,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,15.912650754000001
1092,2019-05-01,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,15.600651066000001
1093,2019-05-02,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,16.27331706
1094,2019-05-03,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.001982998
1095,2019-05-06,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,17.022649644
1096,2019-05-07,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,16.470650196
1097,2019-05-08,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,16.322650344
1098,2019-05-09,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,16.131983868
1099,2019-05-10,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,15.967984032000002
1100,2019-05-13,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,15.133984866
1101,2019-05-14,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,15.487317846
1102,2019-05-15,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,15.463317870000001
1103,2019-05-16,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,15.221984778000001
1104,2019-05-17,,20.0,2019-05-17,ATM,TSLA_2019-05-17_K20,14.068652598
1105,2019-02-19,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,20.375979624
1106,2019-02-20,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,20.170646496000003
1107,2019-02-21,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.415313918000003
1108,2019-02-22,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.647313686
1109,2019-02-25,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.917980082
1110,2019-02-26,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.857313476
1111,2019-02-27,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,20.982645684
1112,2019-02-28,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,21.325312008
1113,2019-03-01,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.652647014000003
1114,2019-03-04,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.023980976
1115,2019-03-05,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.435981564000002
1116,2019-03-06,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.415981584
1117,2019-03-07,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.439314894
1118,2019-03-08,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.942647724
1119,2019-03-11,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.394647272
1120,2019-03-12,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.890647776
1121,2019-03-13,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.263980736
1122,2019-03-14,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.330647336
1123,2019-03-15,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.361981638
1124,2019-03-18,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.965982034000003
1125,2019-03-19,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.831315502000002
1126,2019-03-20,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.239981760000003
1127,2019-03-21,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.267981732
1128,2019-03-22,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.635315697999996
1129,2019-03-25,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.361315972
1130,2019-03-26,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.851315482
1131,2019-03-27,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.321981677999997
1132,2019-03-28,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.574648092
1133,2019-03-29,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.657314676000002
1134,2019-04-01,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.278647388
1135,2019-04-02,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.058647607999998
1136,2019-04-03,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,19.453980546
1137,2019-04-04,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.851982148
1138,2019-04-05,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.330648336
1139,2019-04-08,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.21331512
1140,2019-04-09,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.153981846
1141,2019-04-10,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.403981596
1142,2019-04-11,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.894648772
1143,2019-04-12,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.84664882
1144,2019-04-15,245.96,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.758648907999998
1145,2019-04-16,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.223981776
1146,2019-04-17,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.081981918
1147,2019-04-18,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,18.217315115999998
1148,2019-04-22,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.516649150000003
1149,2019-04-23,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.593315739999998
1150,2019-04-24,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.243982756
1151,2019-04-25,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,16.508650158000002
1152,2019-04-26,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,15.675984323999998
1153,2019-04-29,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,16.097983902
1154,2019-04-30,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,15.912650754000001
1155,2019-05-01,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,15.600651066000001
1156,2019-05-02,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,16.27331706
1157,2019-05-03,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.001982998
1158,2019-05-06,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,17.022649644
1159,2019-05-07,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,16.470650196
1160,2019-05-08,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,16.322650344
1161,2019-05-09,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,16.131983868
1162,2019-05-10,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,15.967984032000002
1163,2019-05-13,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,15.133984866
1164,2019-05-14,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,15.487317846
1165,2019-05-15,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,15.463317870000001
1166,2019-05-16,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,15.221984778000001
1167,2019-05-17,,20.0,2019-05-17,OTM,TSLA_2019-05-17_K20,14.068652598
