Unnamed: 0,date,C,K,expiration_date,option_id,S,TTM,r,IV,delta,vega,initial_moneyness,delta_start
15933,2020-06-22,1.62,115.0,2020-09-18,AAPL_2020-09-18_K115,89.7175,0.2410958904109589,0.0014189927534139,0.46418027564737085,0.16507526034032804,10.938551298193255,OTM,0.16507526034032804
15934,2020-06-23,2.41,115.0,2020-09-18,AAPL_2020-09-18_K115,91.6325,0.23835616438356164,0.0014189927534139,0.5028067729124426,0.2115077410583217,12.947356072056234,OTM,0.16507526034032804
15935,2020-06-24,2.23,115.0,2020-09-18,AAPL_2020-09-18_K115,90.015,0.2356164383561644,0.0013171322004228,0.5178474863156121,0.1983343753532098,12.171072341195044,OTM,0.16507526034032804
15936,2020-06-25,2.4,115.0,2020-09-18,AAPL_2020-09-18_K115,91.21,0.2328767123287671,0.0013430976404237,0.5149233133601492,0.2097732502855173,12.67726663855169,OTM,0.16507526034032804
15937,2020-06-26,1.87,115.0,2020-09-18,AAPL_2020-09-18_K115,88.4075,0.23013698630136986,0.0013171322004228,0.5188261063979098,0.17595030373827963,10.970196185574714,OTM,0.16507526034032804
15938,2020-06-29,1.68,115.0,2020-09-18,AAPL_2020-09-18_K115,90.445,0.2219178082191781,0.0012412293560271,0.47804538298542365,0.17035852374906146,10.79640890948525,OTM,0.16507526034032804
15939,2020-06-30,1.66,115.0,2020-09-18,AAPL_2020-09-18_K115,91.2,0.2191780821917808,0.0013680637738649,0.4671942045164028,0.17120747097836614,10.853597462201025,OTM,0.16507526034032804
15940,2020-07-01,1.66,115.0,2020-09-18,AAPL_2020-09-18_K115,91.0275,0.21643835616438356,0.0013171322004228,0.4728969934503211,0.1707342730318157,10.746104794976276,OTM,0.16507526034032804
15941,2020-07-02,1.27,115.0,2020-09-18,AAPL_2020-09-18_K115,91.0275,0.2136986301369863,0.0013430976404237,0.4375945255208358,0.14615641196392443,9.642299722264424,OTM,0.16507526034032804
15942,2020-07-06,1.49,115.0,2020-09-18,AAPL_2020-09-18_K115,93.4625,0.20273972602739726,0.0013430976404237,0.43311698763871864,0.16741217392433122,10.544784602599483,OTM,0.16507526034032804
15943,2020-07-07,1.73,115.0,2020-09-18,AAPL_2020-09-18_K115,93.1725,0.2,0.0014479512125065,0.4631138471490177,0.18106561017794065,10.974240079294523,OTM,0.16507526034032804
15944,2020-07-08,2.42,115.0,2020-09-18,AAPL_2020-09-18_K115,95.3425,0.19726027397260273,0.0013720582973733,0.48750787264458323,0.22474905747148083,12.691886988105484,OTM,0.16507526034032804
15945,2020-07-09,2.88,115.0,2020-09-18,AAPL_2020-09-18_K115,95.6825,0.19452054794520549,0.0012192564047293,0.5202774629321524,0.24646810549258164,13.308897004959643,OTM,0.16507526034032804
15946,2020-07-10,2.83,115.0,2020-09-18,AAPL_2020-09-18_K115,95.92,0.1917808219178082,0.0012192564047293,0.5157819813704244,0.24534773369914203,13.215289654798589,OTM,0.16507526034032804
15947,2020-07-13,3.8,115.0,2020-09-18,AAPL_2020-09-18_K115,95.4775,0.18356164383561643,0.0012701929632567,0.6084486213892737,0.28013874521018006,13.773379681052807,OTM,0.16507526034032804
