Unnamed: 0,date,C,K,expiration_date,initial_moneyness,option_id,S,TTM,r,IV,delta
5639,2022-12-13,0.03,230.0,2022-12-16,ATM,TSLA_2022-12-16_K230,160.95,0.00821917808219178,0.0426168627800773,1.4734091751309086,0.004619791778910569
5640,2022-12-14,0.02,230.0,2022-12-16,ATM,TSLA_2022-12-16_K230,156.8,0.005479452054794521,0.04226415410803,1.8497668175418116,0.003188205899306537
5641,2022-12-15,0.01,230.0,2022-12-16,ATM,TSLA_2022-12-16_K230,157.67,0.0027397260273972603,0.04213473250259,2.422611980750131,0.001788247363596229
5642,2022-12-16,0.01,230.0,2022-12-16,ATM,TSLA_2022-12-16_K230,150.23,0.0,0.0418230932536596,,
5650,2022-11-01,32.62,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,227.82,0.1232876712328767,0.04060437084194,0.606109950139663,0.7343008927191459
5651,2022-11-02,23.3,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,214.98,0.12054794520547946,0.0402768859755846,0.596059275809175,0.6393148866540896
5652,2022-11-03,23.49,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,215.31,0.1178082191780822,0.0404219144989154,0.6025699525177519,0.6419545056688347
5653,2022-11-04,17.71,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,207.47,0.11506849315068493,0.040159695248503,0.5735270897053835,0.5724398500683735
5654,2022-11-07,12.6,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,197.08,0.10684931506849316,0.0399319985913454,0.6079384866712131,0.46913807736693497
5655,2022-11-08,9.61,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,191.3,0.10410958904109589,0.0410267735515979,0.5971248281724064,0.4049743190459857
5656,2022-11-09,5.55,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,177.59,0.10136986301369863,0.0409970192025418,0.6332201110748901,0.2774216353805564
5657,2022-11-10,9.56,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,190.72,0.09863013698630137,0.0407560723474364,0.6221265092926617,0.4007961033135644
5658,2022-11-11,11.11,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,195.97,0.0958904109589041,0.0407560723474364,0.6022838740544759,0.4493379957541733
5659,2022-11-14,8.5,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,190.95,0.08767123287671233,0.040801194303932,0.6083009622121676,0.3881021196028555
5660,2022-11-15,9.71,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,194.42,0.08493150684931507,0.0412503827489138,0.6090849935547898,0.4246423519557247
5661,2022-11-16,6.65,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,186.92,0.0821917808219178,0.0412954824071715,0.6096399379724262,0.33671106903418924
5662,2022-11-17,5.15,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,183.17,0.07945205479452055,0.0412657360524173,0.6026014342807917,0.2881992183996145
5663,2022-11-18,3.93,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,180.19,0.07671232876712329,0.0414509167072289,0.587742047452276,0.24462291406022807
5664,2022-11-21,1.8,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,167.87,0.0684931506849315,0.0410738028138856,0.6375918374994844,0.13627688983118358
5665,2022-11-22,1.6,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,169.91,0.06575342465753424,0.0421692465685136,0.6002080336376333,0.13032469979045203
5666,2022-11-23,3.75,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,183.2,0.06301369863013699,0.04213473250259,0.5858270774798644,0.25048688417071885
5667,2022-11-25,3.38,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,182.86,0.057534246575342465,0.0418720030682868,0.5929679389251615,0.23715242201252412
5668,2022-11-28,3.15,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,182.92,0.049315068493150684,0.0419669388213064,0.6219184690250062,0.22931313808634707
5669,2022-11-29,2.42,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,180.83,0.04657534246575343,0.0427155605918927,0.6148201909299144,0.19375396766687392
5670,2022-11-30,5.64,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,194.7,0.043835616438356165,0.042512404971114,0.5888411022828336,0.3664097084227122
5671,2022-12-01,5.35,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,194.7,0.0410958904109589,0.0420609067514635,0.5891847907258047,0.3603943033363777
5672,2022-12-02,4.5,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,194.86,0.038356164383561646,0.0419717333172251,0.5463648288946986,0.3425424284625527
5673,2022-12-05,1.72,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,182.45,0.030136986301369864,0.0417933625894982,0.6472398343591398,0.16608591867086792
5674,2022-12-06,1.22,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,179.82,0.0273972602739726,0.042467360163503,0.662955551078669,0.12948603878786408
5675,2022-12-07,0.65,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,174.04,0.024657534246575342,0.0419410481461192,0.7036260076990497,0.07820873067164577
5676,2022-12-08,0.51,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,173.44,0.021917808219178082,0.0416629208425833,0.7192384616314079,0.06574973341644795
5677,2022-12-09,0.52,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,179.05,0.019178082191780823,0.0418969365629857,0.6525826168637023,0.07443281325495944
5678,2022-12-12,0.2,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,167.82,0.010958904109589041,0.041818298045032,0.9916118967681758,0.03063949948002059
5679,2022-12-13,0.09,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,160.95,0.00821917808219178,0.0426168627800773,1.1982407105552624,0.015026531172632472
5680,2022-12-14,0.03,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,156.8,0.005479452054794521,0.04226415410803,1.4075220420054602,0.005896260809264333
5681,2022-12-15,0.02,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,157.67,0.0027397260273972603,0.04213473250259,1.8715097300222299,0.004274458903051736
5682,2022-12-16,0.01,205.0,2022-12-16,ITM,TSLA_2022-12-16_K205,150.23,0.0,0.0418230932536596,,
5714,2022-11-01,9.05,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,227.82,0.1232876712328767,0.04060437084194,0.5274296051975194,0.35121633524898066
5715,2022-11-02,5.15,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,214.98,0.12054794520547946,0.0402768859755846,0.5295924585459092,0.24121116961265482
5716,2022-11-03,4.95,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,215.31,0.1178082191780822,0.0404219144989154,0.5237327781739733,0.23741944657480107
5717,2022-11-04,3.18,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,207.47,0.11506849315068493,0.040159695248503,0.5222611420353608,0.17414538007036162
5718,2022-11-07,2.0,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,197.08,0.10684931506849316,0.0399319985913454,0.5649550785168087,0.12049230948012285
5719,2022-11-08,1.39,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,191.3,0.10410958904109589,0.0410267735515979,0.5722611564914004,0.09111781615747488
5720,2022-11-09,0.82,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,177.59,0.10136986301369863,0.0409970192025418,0.6333223625183584,0.05767799278464208
5721,2022-11-10,1.48,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,190.72,0.09863013698630137,0.0407560723474364,0.6028040514426022,0.09446095883441691
5722,2022-11-11,1.75,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,195.97,0.0958904109589041,0.0407560723474364,0.5866537540503359,0.10971668400267487
5723,2022-11-14,1.19,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,190.95,0.08767123287671233,0.040801194303932,0.6057726282412568,0.08186846232071476
5724,2022-11-15,1.31,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,194.42,0.08493150684931507,0.0412503827489138,0.5953964757172502,0.08977592585059019
5725,2022-11-16,0.87,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,186.92,0.0821917808219178,0.0412954824071715,0.6223655301054916,0.06407292233713617
5726,2022-11-17,0.62,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,183.17,0.07945205479452055,0.0412657360524173,0.6266325269070515,0.04905126499385359
5727,2022-11-18,0.47,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,180.19,0.07671232876712329,0.0414509167072289,0.6338714242923543,0.03926835764780482
5728,2022-11-21,0.24,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,167.87,0.0684931506849315,0.0410738028138856,0.7159407863319593,0.021853846153229068
5729,2022-11-22,0.2,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,169.91,0.06575342465753424,0.0421692465685136,0.6926169732619372,0.019224121328160298
5730,2022-11-23,0.37,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,183.2,0.06301369863013699,0.04213473250259,0.6427102793236142,0.03364035880851875
5731,2022-11-25,0.33,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,182.86,0.057534246575342465,0.0418720030682868,0.6638731260100749,0.03079584258396455
5732,2022-11-28,0.25,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,182.92,0.049315068493150684,0.0419669388213064,0.6862567495863834,0.024985683672165977
5733,2022-11-29,0.18,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,180.83,0.04657534246575343,0.0427155605918927,0.6945438908265608,0.01910020683817769
5734,2022-11-30,0.33,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,194.7,0.043835616438356165,0.042512404971114,0.6277985386252847,0.03422068191366496
5735,2022-12-01,0.32,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,194.7,0.0410958904109589,0.0420609067514635,0.6453005980292643,0.03344103775742392
5736,2022-12-02,0.22,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,194.86,0.038356164383561646,0.0419717333172251,0.6270360586348186,0.025316113602313804
5737,2022-12-05,0.11,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,182.45,0.030136986301369864,0.0417933625894982,0.7891273716297366,0.013155409518171993
5738,2022-12-06,0.08,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,179.82,0.0273972602739726,0.042467360163503,0.8281671440794551,0.009989929829213038
5739,2022-12-07,0.06,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,174.04,0.024657534246575342,0.0419410481461192,0.91954895345721,0.0075726807620734695
5740,2022-12-08,0.05,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,173.44,0.021917808219178082,0.0416629208425833,0.9641020095082201,0.006497916191787499
5741,2022-12-09,0.03,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,179.05,0.019178082191780823,0.0418969365629857,0.8981671912025508,0.0044617727851043185
5742,2022-12-12,0.01,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,167.82,0.010958904109589041,0.041818298045032,1.2637175801626377,0.0016242618539256551
5743,2022-12-13,0.02,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,160.95,0.00821917808219178,0.0426168627800773,1.7041642560609114,0.0027961541993092058
5744,2022-12-14,0.01,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,156.8,0.005479452054794521,0.04226415410803,2.071244044821156,0.0015163119098244122
5745,2022-12-15,0.01,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,157.67,0.0027397260273972603,0.04213473250259,2.8973074787744397,0.001523374731396862
5746,2022-12-16,0.01,250.0,2022-12-16,OTM,TSLA_2022-12-16_K250,150.23,0.0,0.0418230932536596,,
